개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3000000,3000000-103-2000-11753,20001228,,3,폐업,2,폐업,20050330,,,,2,,110071,서울특별시 종로구 당주동 20-1번지 ,,,서울,2002-08-12 0:00,I,59:59.0,단란주점,197769.2537,452117.7399,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,134.78,,,
3000000,3000000-103-2001-11775,20010206,,3,폐업,2,폐업,20100830,,,,02 4836521,,110835,서울특별시 종로구 종로5가 38-1번지 ,,,바나나,2010-08-02 10:52,I,59:59.0,단란주점,200263.9717,452127.9204,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,37.95,,,
3000000,3000000-103-2001-11841,20010327,,3,폐업,2,폐업,20021223,,,,02 7202332,,110071,서울특별시 종로구 당주동 19-0번지 삼한빌딩 1층  동  호,,,쇼걸,2002-07-22 0:00,I,59:59.0,단란주점,197742.904,452109.1764,단란주점,,,유흥업소밀집지역,우수,상수도전용,,,,,,,,,N,89.01,,,
3000000,3000000-103-2001-12218,20010430,,3,폐업,2,폐업,20020702,,,,02 7342389,,110061,서울특별시 종로구 신문로1가 2번지 ,,,골든벨,2002-07-02 0:00,I,59:59.0,단란주점,197816.6823,452024.7633,단란주점,,,,,,,,,,,,,,N,0,,,
3000000,3000000-103-1999-10177,19990602,,3,폐업,2,폐업,20011011,,,,02 7250353,,110071,서울특별시 종로구 당주동 171-0번지 ,,,레포스,2001-10-11 0:00,I,59:59.0,단란주점,197697.5555,452045.212,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,88.5,,,
3000000,3000000-103-1999-10183,19990608,,3,폐업,2,폐업,20000517,,,,02 7629644,,110320,서울특별시 종로구 낙원동 161-0번지 ,,,네버다이,2000-05-17 0:00,I,59:59.0,단란주점,199045.0867,452109.8017,단란주점,0,0,유흥업소밀집지역,갑,상수도전용,,,,,,,,,N,99.9,,,
3000000,3000000-103-1999-10541,19990630,,3,폐업,2,폐업,20030203,,,,02 6420543,,110825,서울특별시 종로구 숭인동 200-36번지 ,,,차차차,2002-01-03 0:00,I,59:59.0,단란주점,201692.7458,452384.3559,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,134.22,,,
3000000,3000000-103-1999-10542,19990701,,3,폐업,2,폐업,19990901,,,,222854777,,110836,서울특별시 종로구 종로5가 246-5번지 ,,,나루터,2000-03-13 0:00,I,59:59.0,단란주점,200387.5446,452016.7845,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,68.72,,,
3000000,3000000-103-1999-10546,19990702,,3,폐업,2,폐업,20000216,,,,02 7220714,,110071,서울특별시 종로구 당주동 30-0번지 ,,,광화문단란주점,2002-04-22 0:00,I,59:59.0,단란주점,197758.993,452053.4208,단란주점,0,0,유흥업소밀집지역,갑,상수도전용,,,,,,,,,N,79.12,,,
3000000,3000000-103-1999-10554,19990707,,3,폐업,2,폐업,20040426,,,,02 7645900,,110320,서울특별시 종로구 낙원동 173-1번지 ,,,노래하는소주방단란주점,1999-07-07 0:00,I,59:59.0,단란주점,198994.5883,452137.4383,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,56.3,,,
3000000,3000000-103-1999-10575,19990716,,3,폐업,2,폐업,20000313,,,,02 7336051,,110130,서울특별시 종로구 청진동 6-0번지 ,,,샤넬,2000-04-20 0:00,I,59:59.0,단란주점,198242.3686,452205.5405,단란주점,0,0,유흥업소밀집지역,갑,상수도전용,,,,,,,,,N,114.44,,,
3000000,3000000-103-1999-10585,19990723,,3,폐업,2,폐업,20000226,,,,02 7320223,,110111,서울특별시 종로구 관철동 12-1번지 ,,,므슈.니꼴라이,2000-02-26 0:00,I,59:59.0,단란주점,198760.8588,451868.5633,단란주점,0,0,유흥업소밀집지역,갑,상수도전용,,,,,,,,,N,76.22,,,
3000000,3000000-103-1999-10605,19990731,,3,폐업,2,폐업,20090312,,,,02 7424836,,110320,서울특별시 종로구 낙원동 136-0번지 ,,,언클(uncle),2009-03-13 13:14,I,59:59.0,단란주점,198966.7822,452232.3454,단란주점,,,,,,,,,,,,,,N,18.3,,,
3000000,3000000-103-1993-08384,19931013,,3,폐업,2,폐업,19931210,,,,200000000,,110111,서울특별시 종로구 관철동 12-1번지 ,,,므슈니콜라이,2001-11-20 0:00,I,59:59.0,단란주점,198760.8588,451868.5633,단란주점,1,1,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,79,,,
3000000,3000000-103-1993-08390,19931014,,3,폐업,2,폐업,19990423,,,,02 2350234,,110826,서울특별시 종로구 숭인동 217-1번지 ,,,유토피아,2001-09-29 0:00,I,59:59.0,단란주점,201670.8749,452351.5127,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,64.97,,,
3000000,3000000-103-1993-08391,19931015,,3,폐업,2,폐업,20030704,,,,02 7439834,,110450,서울특별시 종로구 원남동 189-12번지 ,,,한마당,2000-05-24 0:00,I,59:59.0,단란주점,199653.8561,452565.1283,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,94.82,,,
3000000,3000000-103-1993-08393,19931018,,3,폐업,2,폐업,19971108,,,,207442280,,110370,서울특별시 종로구 묘동 153-1번지 ,,,술이익는마을,2001-12-31 0:00,I,59:59.0,단란주점,199140.5052,452355.5398,단란주점,1,1,기타,기타,상수도전용,,,,,,,,,N,48.52,,,
3000000,3000000-103-1993-08394,19931018,,3,폐업,2,폐업,19960829,,,,02 7441214,,110350,서울특별시 종로구 운니동 65-1번지 지하동 1층호,,,브이아이피,2001-11-20 0:00,I,59:59.0,단란주점,198966.4668,452608.0625,단란주점,0,1,기타,기타,상수도전용,,,,,,,,,N,79.26,,,
3000000,3000000-103-1993-08395,19931021,,3,폐업,2,폐업,19941115,,,,207425537,,110320,서울특별시 종로구 낙원동 90-0번지 ,,,세노라,2001-11-20 0:00,I,59:59.0,단란주점,198934.1248,452289.68,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,55.51,,,
3000000,3000000-103-1993-08396,19931021,,3,폐업,2,폐업,19980114,,,,207639400,,110480,서울특별시 종로구 효제동 320-6번지 ,,,금잔듸,2001-11-20 0:00,I,59:59.0,단란주점,200069.4492,452147.4235,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,46.58,,,
3000000,3000000-103-1993-08397,19931023,,3,폐업,2,폐업,19940425,,,,207644748,,110841,서울특별시 종로구 창신동 315-1번지 ,,,샘단란주점,2001-09-29 0:00,I,59:59.0,단란주점,201236.3872,452252.9447,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,86.36,,,
3000000,3000000-103-1993-08398,19931025,,3,폐업,2,폐업,19980727,,,,02 2672743,,110420,서울특별시 종로구 관수동 13-2번지 ,,,카사랜드,2001-12-31 0:00,I,59:59.0,단란주점,198984.6049,451902.0228,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,85.9,,,
3000000,3000000-103-2002-00015,20021107,,3,폐업,2,폐업,20090205,,,,7220552,,110130,서울특별시 종로구 청진동 256-1번지 지상2층 ,,,돈키호테,2008-05-30 13:31,I,59:59.0,단란주점,,,단란주점,0,0,,,상수도전용,,,,,,,,,N,57.7,,,
3000000,3000000-103-2002-00016,20021113,,3,폐업,2,폐업,20081020,,,,,,110140,서울특별시 종로구 수송동 129-1번지 1층 ,,,좋은하루,2008-05-30 13:31,I,59:59.0,단란주점,198090.5541,452431.6288,단란주점,1,1,기타,자율,상수도전용,,,,,,,,,N,59.28,,,
3000000,3000000-103-2002-00017,20021119,,3,폐업,2,폐업,20030729,,,,02 7624669,,110126,서울특별시 종로구 종로6가 242-1번지 ,,,스타,2002-11-19 0:00,I,59:59.0,단란주점,200480.1776,452225.923,단란주점,0,0,,,,,,,,,,,,N,213.51,,,
3000000,3000000-103-2002-00018,20021128,,3,폐업,2,폐업,20070629,,,,,,110111,서울특별시 종로구 관철동 14-3번지  (지하1층) ,,,타운,2007-06-21 0:00,I,59:59.0,단란주점,198744.768,451930.9395,단란주점,0,0,,,,,,,,,,,,N,61.01,,,
3000000,3000000-103-2011-00002,20111229,,3,폐업,2,폐업,20170328,,,,,,110840,서울특별시 종로구 창신동 207번지 지하1층 ,서울특별시 종로구 종로 327 (창신동),3104,쎄라비,2017-03-28 15:55,I,59:59.0,단란주점,201165.3031,452274.3415,단란주점,,,,,,,,,,,,,,N,67.3,,,
3000000,3000000-103-1997-08655,19970710,,3,폐업,2,폐업,20101231,,,,02 4566962,81.96,110111,서울특별시 종로구 관철동 263-0 ,서울특별시 종로구 우정국로 4-1 (관철동),3189,LA 단란주점,2021-05-13 12:33,U,40:00.0,단란주점,198454.5888,451879.7731,단란주점,0,0,기타,지도,상수도전용,,,,,,,,,N,81.96,,,
3000000,3000000-103-1997-08657,19970801,,3,폐업,2,폐업,19990825,,,,02 7355015,,110061,서울특별시 종로구 신문로1가 8-1번지 ,,,송그린,2001-09-29 0:00,I,59:59.0,단란주점,,,단란주점,,,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,59.88,,,
3000000,3000000-103-1997-08656,19970801,,3,폐업,2,폐업,19971025,,,,02 3798376,,110803,서울특별시 종로구 구기동 62-1번지 ,,,신화,2001-09-29 0:00,I,59:59.0,단란주점,196354.7245,456027.1502,단란주점,,1,기타,기타,상수도전용,,,,,,,,,N,56.68,,,
3000000,3000000-103-1993-08417,19931112,,3,폐업,2,폐업,19941130,,,,207450159,,110320,서울특별시 종로구 낙원동 127-3번지 ,,,뮤즈,2001-11-20 0:00,I,59:59.0,단란주점,199012.8889,452269.4754,단란주점,2,1,기타,기타,상수도전용,,,,,,,,,N,93.09,,,
3000000,3000000-103-1993-08418,19931112,,3,폐업,2,폐업,19950818,,,,02 7361629,,110822,서울특별시 종로구 세종로 173-1번지 ,,,어게인,2001-12-31 0:00,I,59:59.0,단란주점,197806.708,452127.1333,단란주점,0,0,기타,갑,상수도전용,,,,,,,,,N,41.8,,,
3000000,3000000-103-1993-08419,19931116,,3,폐업,2,폐업,19950925,,,,02 2796353,,110852,서울특별시 종로구 종로4가 141-1번지 ,,,양지,2001-12-31 0:00,I,59:59.0,단란주점,199824.4385,452032.7022,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,68.88,,,
3000000,3000000-103-1993-08420,19931116,,3,폐업,2,폐업,19950418,,,,207624828,,110540,서울특별시 종로구 창신동 4764-6번지 지하동 1층호,,,동서남북,2001-09-29 0:00,I,59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,121.63,,,
3000000,3000000-103-1993-08421,19931116,,3,폐업,2,폐업,20000810,,,,207346626,,110111,서울특별시 종로구 관철동 12-12번지 ,,,옵스트,2001-09-29 0:00,I,59:59.0,단란주점,198698.0155,451849.1963,단란주점,0,0,기타,자율,상수도전용,,,,,,,,,N,96.74,,,
3000000,3000000-103-1993-08423,19931122,,3,폐업,2,폐업,19941005,,,,200000000,,110111,서울특별시 종로구 관철동 12-6번지 ,,,포커스,2001-11-20 0:00,I,59:59.0,단란주점,198737.7125,451849.0351,단란주점,0,0,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,71.96,,,
3000000,3000000-103-1997-08658,19970804,,3,폐업,2,폐업,19980803,,,,02 7664802,,110320,서울특별시 종로구 낙원동 136-0번지 ,,,산마리노,2001-11-20 0:00,I,59:59.0,단란주점,198966.7822,452232.3454,단란주점,,,기타,기타,상수도전용,,,,,,,,,N,80.39,,,
3000000,3000000-103-1997-08659,19970805,,3,폐업,2,폐업,19980320,,,,02 7366256,,110122,서울특별시 종로구 종로2가 8-4번지 ,,,보국,2001-11-20 0:00,I,59:59.0,단란주점,198572.8391,452022.3732,단란주점,,,기타,기타,상수도전용,,,,,,,,,N,105,,,
3000000,3000000-103-1995-08547,19950822,,3,폐업,2,폐업,19990722,,,,02 7232244,,110290,서울특별시 종로구 인사동 20-0번지 ,,,야호야,2001-11-20 0:00,I,59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,75.27,,,
3000000,3000000-103-1995-08549,19950902,,3,폐업,2,폐업,19971215,,,,02 7325360,,110170,서울특별시 종로구 견지동 110-54번지 ,,,보스,2001-11-20 0:00,I,59:59.0,단란주점,,,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,89.43,,,
3000000,3000000-103-1995-08550,19950905,,3,폐업,2,폐업,19971025,,,,02 3955093,,110803,서울특별시 종로구 구기동 62-1번지 0동 ,,,복기단란주점,2001-09-29 0:00,I,59:59.0,단란주점,196354.7245,456027.1502,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,73.47,,,
3000000,3000000-103-2001-12212,20011204,,3,폐업,2,폐업,20120501,,,,,,110340,서울특별시 종로구 익선동 53번지 ,서울특별시 종로구 돈화문로11나길 53 (익선동),3132,아프리카,2010-03-03 15:57,I,59:59.0,단란주점,198998.9996,452520.8786,단란주점,0,0,,,상수도전용,,,,,,,,,N,100.22,,,
3000000,3000000-103-2001-12213,20011207,,3,폐업,2,폐업,20080501,,,,222346232,,110825,서울특별시 종로구 숭인동 201-10번지 지하1층 ,,,노래하는주주클럽,2006-04-04 0:00,I,59:59.0,단란주점,201806.0673,452409.805,단란주점,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,86.76,,,
3000000,3000000-103-2001-12214,20011212,,3,폐업,2,폐업,20041231,,,,,134.06,110350,서울특별시 종로구 운니동 65-1 ,서울특별시 종로구 율곡로6길 36 (운니동),3131,르네상스,2021-05-13 11:45,U,40:00.0,단란주점,198966.4668,452608.0625,단란주점,0,0,,,상수도전용,,,,,,,,,N,134.06,,,
3000000,3000000-103-2002-00001,20020110,,3,폐업,2,폐업,20070426,,,,22657267,,110430,서울특별시 종로구 장사동 2번지 ,,,동원,2004-06-29 0:00,I,59:59.0,단란주점,199261.5323,451953.0419,단란주점,0,0,,,,,,,,,,,,N,43.22,,,
3000000,3000000-103-2002-00003,20020205,,3,폐업,2,폐업,20080904,,,,,,110111,서울특별시 종로구 관철동 15-1번지 지상5층 ,,,고추전쟁2,2008-05-30 11:48,I,59:59.0,단란주점,198754.0859,451949.1566,단란주점,0,0,,,,,,,,,,,,N,143.14,,,
3000000,3000000-103-2002-00006,20020513,,3,폐업,2,폐업,20060602,,,,,,110111,서울특별시 종로구 관철동 11-14번지 3층 ,,,오키바리,2004-03-10 0:00,I,59:59.0,단란주점,198683.8484,451822.9968,단란주점,2,1,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,117.4,,,
3000000,3000000-103-2002-00008,20020527,,3,폐업,2,폐업,20050620,,,,,,110420,서울특별시 종로구 관수동 159-2번지 ,,,퀸,2003-03-24 0:00,I,59:59.0,단란주점,198940.9608,451875.3106,단란주점,0,0,기타,,상수도전용,,,,,,,,,N,105.06,,,
3000000,3000000-103-1993-08424,19931126,,3,폐업,2,폐업,20061110,,,,222334445,,110826,서울특별시 종로구 숭인동 228-15번지 ,,,하이트호프단란주점,2001-09-29 0:00,I,59:59.0,단란주점,,,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,60.35,,,
3000000,3000000-103-1993-08425,19931126,,3,폐업,2,폐업,19940331,,,,207636180,,110863,서울특별시 종로구 숭인동 164-1번지 ,,,오륙도,2001-09-29 0:00,I,59:59.0,단란주점,,,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,51.27,,,
3000000,3000000-103-2003-00017,20031024,,3,폐업,2,폐업,20040512,,,,,,110110,서울특별시 종로구 서린동 145-1번지 ,,,돈텔파파,2004-01-08 0:00,I,59:59.0,단란주점,198087.6768,451911.2013,단란주점,0,0,,,상수도전용,,,,,,,,,N,116.63,,,
3000000,3000000-103-2003-00021,20031209,,3,폐업,2,폐업,20041230,,,,,,110111,서울특별시 종로구 관철동 11-18번지 (빌딩지상2층) ,,,아지트,2003-12-24 0:00,I,59:59.0,단란주점,198715.3072,451832.7246,단란주점,0,0,,,상수도전용,,,,,,,,,N,32.26,,,
3000000,3000000-103-2003-00019,20031218,,3,폐업,2,폐업,20060612,,,,,,110826,서울특별시 종로구 숭인동 217-20번지 외1필지 ,,,대부,2003-12-18 0:00,I,59:59.0,단란주점,201662.9299,452348.8601,단란주점,1,1,학교정화(상대),자율,상수도전용,,,,,,,,,N,72.36,,,
3000000,3000000-103-2003-00020,20031220,,3,폐업,2,폐업,20050517,,,,,,110290,서울특별시 종로구 인사동 87번지 지하1층 ,,,테마,2003-12-20 0:00,I,59:59.0,단란주점,198721.6361,452036.0503,단란주점,0,1,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,89.59,,,
3000000,3000000-103-2004-00001,20040129,,3,폐업,2,폐업,20050218,,,,02 7220270,,110052,서울특별시 종로구 적선동 29번지 지하1층 ,,,올리브,2004-01-29 0:00,I,59:59.0,단란주점,197593.4138,452641.8773,단란주점,0,0,기타,,상수도전용,,,,,,,,,N,80.08,,,
3000000,3000000-103-2004-00003,20040325,,3,폐업,2,폐업,20060626,,,,,,110071,서울특별시 종로구 당주동 42-2번지 ,,,일번지노래천국,2004-03-26 0:00,I,59:59.0,단란주점,197724.9402,452106.7938,단란주점,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,67.25,,,
3000000,3000000-103-2004-00005,20040407,,3,폐업,2,폐업,20111227,,,,,,110111,서울특별시 종로구 관철동 43-13번지 5층 ,,,악쓰는하마,2011-01-18 11:25,I,59:59.0,단란주점,198527.9408,451881.6925,단란주점,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,113.72,,,
3000000,3000000-103-2004-00006,20040427,,3,폐업,2,폐업,20060515,,,,02 7435116,,110320,서울특별시 종로구 낙원동 121-1번지 ,,,블루죤(blue zone),2005-11-11 0:00,I,59:59.0,단란주점,199024.1578,452271.4133,단란주점,,,,,,,,,,,,,,N,124.34,,,
3000000,3000000-103-2002-00007,20020527,,3,폐업,2,폐업,20150330,,,,7206207,,110140,서울특별시 종로구 수송동 71-2번지 ,서울특별시 종로구 율곡로4길 70 (수송동),3151,패미리스원,2008-05-30 11:51,I,59:59.0,단란주점,198228.2004,452274.7328,단란주점,0,0,,,,,,,,,,,,N,73.48,,,
3000000,3000000-103-2002-00012,20021009,,3,폐업,2,폐업,20030421,,,,,,110126,서울특별시 종로구 종로6가 124-1번지 ,,,굿모닝크럽,2002-10-09 0:00,I,59:59.0,단란주점,200554.4228,452128.0297,단란주점,0,0,,,상수도전용,,,,,,,,,N,72.02,,,
3000000,3000000-103-2002-00013,20021026,,3,폐업,2,폐업,20090702,,,,,,110360,서울특별시 종로구 와룡동 97-1번지 ,,,만남,2008-05-30 11:52,I,59:59.0,단란주점,199113.4122,452627.2447,단란주점,0,0,,,상수도전용,,,,,,,,,N,69,,,
3000000,3000000-103-1993-08368,19930923,,3,폐업,2,폐업,19970610,,,,02 7325898,,110300,서울특별시 종로구 관훈동 119-0번지 지하동 1층호,,,석류한송이,2001-11-20 0:00,I,59:59.0,단란주점,198512.1712,452522.8183,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,74.52,,,
3000000,3000000-103-1993-08370,19930924,,3,폐업,2,폐업,20180108,,,,02 6138232,,110829,서울특별시 종로구 숭인동 1405-0번지 ,서울특별시 종로구 난계로29길 19-11 (숭인동),3116,산호,2018-01-08 13:55,I,59:59.0,단란주점,201895.4194,452395.1298,단란주점,0,2,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,54.97,,,
3000000,3000000-103-1993-08373,19930925,,3,폐업,2,폐업,19990401,,,,207447406,,110808,서울특별시 종로구 돈의동 137-9번지 ,,,둘리,2001-09-29 0:00,I,59:59.0,단란주점,,,단란주점,2,1,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,146.38,,,
3000000,3000000-103-1993-08375,19930927,,3,폐업,2,폐업,19941115,,,,207643170,,110320,서울특별시 종로구 낙원동 243-3번지 ,,,쉬갈,2001-11-20 0:00,I,59:59.0,단란주점,198882.5794,452216.4333,단란주점,2,1,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,124.29,,,
3000000,3000000-103-1999-08451,19991014,,3,폐업,2,폐업,20040615,,,,02 7663081,,110340,서울특별시 종로구 익선동 93-0번지 ,,,레이디,2003-08-19 0:00,I,59:59.0,단란주점,199026.2562,452451.3072,단란주점,0,1,기타,기타,상수도전용,,,,,,,,,N,44.22,,,
3000000,3000000-103-1999-11789,19991018,,3,폐업,2,폐업,20030707,,,,02 7656638,,110126,서울특별시 종로구 종로6가 150-3번지 지하1층 ,,,장미,2003-06-18 0:00,I,59:59.0,단란주점,200506.1779,452186.7658,단란주점,0,0,기타,기타,,,,,,,,,,N,21.5,,,
3000000,3000000-103-1999-10815,19991019,,3,폐업,2,폐업,20060313,,,,02 7451583,,110360,서울특별시 종로구 와룡동 113-1번지 ,,,크레타,2004-04-30 0:00,I,59:59.0,단란주점,199096.883,452697.1381,단란주점,0,0,기타,갑,,,,,,,,,,N,48.55,,,
3000000,3000000-103-1996-08589,19960502,,3,폐업,2,폐업,20010222,,,,02 7629855,,110835,서울특별시 종로구 종로5가 59-1번지 ,,,거상소주방,2001-09-29 0:00,I,59:59.0,단란주점,,,단란주점,,,기타,기타,상수도전용,,,,,,,,,N,85.83,,,
3000000,3000000-103-1996-08590,19960510,,3,폐업,2,폐업,20030616,,,,02 7351325,,110170,서울특별시 종로구 견지동 65-1번지 ,,,바라2,2001-11-20 0:00,I,59:59.0,단란주점,198469.8545,452315.7462,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,142.64,,,
3000000,3000000-103-1996-08591,19960513,,3,폐업,2,폐업,20020328,,,,02 7416623,,110470,서울특별시 종로구 연지동 170-0번지 ,,,가빈,2001-06-01 0:00,I,59:59.0,단란주점,199821.7683,452316.9538,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,63.37,,,
3000000,3000000-103-1996-08592,19960622,,3,폐업,2,폐업,19980507,,,,02 7373412,,110061,서울특별시 종로구 신문로1가 171-5번지 ,,,수미단란주점,2001-09-29 0:00,I,59:59.0,단란주점,,,단란주점,,,기타,기타,상수도전용,,,,,,,,,N,78.17,,,
3000000,3000000-103-1993-08354,19930908,,3,폐업,2,폐업,19940914,,,,207331918,,110130,서울특별시 종로구 청진동 11-6번지 ,,,가스등,2001-11-20 0:00,I,59:59.0,단란주점,198237.9295,452179.9983,단란주점,1,1,기타,기타,상수도전용,,,,,,,,,N,92,,,
3000000,3000000-103-1993-08355,19930913,,3,폐업,2,폐업,19980817,,,,207428347,,110807,서울특별시 종로구 돈의동 44-1번지 ,,,유진,2001-12-31 0:00,I,59:59.0,단란주점,199079.908,452265.6403,단란주점,1,1,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,63.92,,,
3000000,3000000-103-1993-08356,19930913,,3,폐업,2,폐업,19980701,,,,02 2721312,,110420,서울특별시 종로구 관수동 154-1번지 ,,,뉴빌리지,2001-12-31 0:00,I,59:59.0,단란주점,198991.0028,451828.2224,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,134.32,,,
3000000,3000000-103-1993-08357,19930913,,3,폐업,2,폐업,20001005,,,,207411418,,110320,서울특별시 종로구 낙원동 243-1번지 ,,,낙원,2001-09-29 0:00,I,59:59.0,단란주점,198886.0303,452234.8544,단란주점,2,1,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,109.84,,,
3000000,3000000-103-1993-08359,19930913,,3,폐업,2,폐업,20011129,,,,202530312,,110828,서울특별시 종로구 숭인동 1389-0번지 ,,,대광,2001-09-29 0:00,I,59:59.0,단란주점,,,단란주점,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,122.94,,,
3000000,3000000-103-1993-08360,19930913,,3,폐업,2,폐업,20010103,,,,207224948,,110102,서울특별시 종로구 평동 180번지 ,,,모모단란주점,2001-12-31 0:00,I,59:59.0,단란주점,197094.5517,451683.7288,단란주점,0,0,기타,갑,상수도전용,,,,,,,,,N,57.11,,,
3000000,3000000-103-1993-08361,19930913,,3,폐업,2,폐업,20010924,,,,207352971,,110090,서울특별시 종로구 교북동 12-14번지 ,,,초원단란주점,2001-09-29 0:00,I,59:59.0,단란주점,196551.236,452093.7924,단란주점,0,0,기타,갑,상수도전용,,,,,,,,,N,94.84,,,
3000000,3000000-103-1993-08352,19930913,,3,폐업,2,폐업,20081118,,,,02 7303666,,110724,서울특별시 종로구 당주동 100-0번지 세종빌딩 지하 133호 ,,,작은배,2007-10-16 10:10,I,59:59.0,단란주점,197573.0307,452175.3358,단란주점,0,0,기타,갑,상수도전용,,,,,,,,,N,84.27,,,
3000000,3000000-103-1993-08358,19930914,,3,폐업,2,폐업,20000824,,,,207654775,,110320,서울특별시 종로구 낙원동 134-2번지 ,,,천지,2001-09-29 0:00,I,59:59.0,단란주점,198988.9836,452223.0972,단란주점,1,2,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,93.66,,,
3000000,3000000-103-1993-08363,19930915,,3,폐업,2,폐업,20071115,,,,202726678,,110836,서울특별시 종로구 종로5가 193-11번지 ,,,얘기마당,2001-11-20 0:00,I,59:59.0,단란주점,200224.3836,452026.4163,단란주점,0,0,학교정화(상대),기타,상수도전용,,,,,,,,,N,144.67,,,
3000000,3000000-103-1993-08364,19930915,,3,폐업,2,폐업,20010910,,,,02 2927175,,110836,서울특별시 종로구 종로5가 268-0번지 ,,,카르멘,2001-09-29 0:00,I,59:59.0,단란주점,200453.5176,452059.9528,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,93.73,,,
3000000,3000000-103-1993-08362,19930915,,3,폐업,2,폐업,19980206,,,,02 7373553,,110110,서울특별시 종로구 서린동 127-0번지 지하동 1층호,,,황제단란주점,2001-11-20 0:00,I,59:59.0,단란주점,198119.9367,451902.6932,단란주점,1,1,기타,기타,상수도전용,,,,,,,,,N,77.89,,,
3000000,3000000-103-1993-08367,19930921,,3,폐업,2,폐업,20190502,,,,207257300,109.66,110300,서울특별시 종로구 관훈동 27-5번지 지하동 ,"서울특별시 종로구 인사동10길 2, 지하동 (관훈동)",3148,가보리,2019-05-02 10:37,U,40:00.0,단란주점,198630.4333,452399.948,단란주점,,,,,,,,,,,,,,N,109.66,,,
3000000,3000000-103-1993-08369,19930923,,3,폐업,2,폐업,20050201,,,,202672433,,110852,서울특별시 종로구 종로4가 148-0번지 ,,,모모,2001-12-05 0:00,I,59:59.0,단란주점,199849.0423,452019.5836,단란주점,2,1,기타,기타,상수도전용,,,,,,,,,N,106.51,,,
3000000,3000000-103-2001-12187,20010827,,3,폐업,2,폐업,20011023,,,,02 7357781,,110111,서울특별시 종로구 관철동 13-4번지 ,,,뉴타임스페이스,2001-10-23 0:00,I,59:59.0,단란주점,198752.0433,451889.1217,단란주점,,,기타,기타,,,,,,,,,,N,0,,,
3000000,3000000-103-2001-12197,20010906,,3,폐업,2,폐업,20081031,,,,222750524,,110123,서울특별시 종로구 종로3가 152-2번지 ,,,24시노래주점,2010-06-08 15:03,I,59:59.0,단란주점,199362.5851,451980.7807,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,65.88,,,
